RIC,Trade Date,Settlement Price
YBAc1,1992-01-02,93.17
YBAc1,1992-01-03,93.09
YBAc1,1992-01-06,93.16
YBAc1,1992-01-07,93.12
YBAc1,1992-01-08,93.05
YBAc1,1992-01-09,93.04
YBAc1,1992-01-10,92.9
YBAc1,1992-01-13,92.66
YBAc1,1992-01-14,92.75
YBAc1,1992-01-15,92.7
YBAc1,1992-01-16,92.61
YBAc1,1992-01-17,92.59
YBAc1,1992-01-20,92.7
YBAc1,1992-01-21,92.61
YBAc1,1992-01-22,92.53
YBAc1,1992-01-23,92.54
YBAc1,1992-01-24,92.45
YBAc1,1992-01-27,
YBAc1,1992-01-28,92.51
YBAc1,1992-01-29,92.51
YBAc1,1992-01-30,92.51
YBAc1,1992-01-31,92.53
YBAc1,1992-02-03,92.47
YBAc1,1992-02-04,92.49
YBAc1,1992-02-05,92.48
YBAc1,1992-02-06,92.51
YBAc1,1992-02-07,92.54
YBAc1,1992-02-10,92.6
YBAc1,1992-02-11,92.55
YBAc1,1992-02-12,92.59
YBAc1,1992-02-13,92.54
YBAc1,1992-02-14,92.55
YBAc1,1992-02-17,92.59
YBAc1,1992-02-18,92.57
YBAc1,1992-02-19,92.55
YBAc1,1992-02-20,92.58
YBAc1,1992-02-21,92.54
YBAc1,1992-02-24,92.51
YBAc1,1992-02-25,92.53
YBAc1,1992-02-26,92.5
YBAc1,1992-02-27,92.53
YBAc1,1992-02-28,92.56
YBAc1,1992-03-02,92.58
YBAc1,1992-03-03,92.59
YBAc1,1992-03-04,92.58
YBAc1,1992-03-05,92.58
YBAc1,1992-03-06,92.56
YBAc1,1992-03-09,92.53
YBAc1,1992-03-10,92.54
YBAc1,1992-03-11,92.54
YBAc1,1992-03-12,92.49
YBAc1,1992-03-13,92.53
YBAc1,1992-03-16,92.5
YBAc1,1992-03-17,92.5
YBAc1,1992-03-18,92.51
YBAc1,1992-03-19,92.53
YBAc1,1992-03-20,92.54
YBAc1,1992-03-23,92.53
YBAc1,1992-03-24,92.52
YBAc1,1992-03-25,92.54
YBAc1,1992-03-26,92.56
YBAc1,1992-03-27,92.57
YBAc1,1992-03-30,92.57
YBAc1,1992-03-31,92.6
YBAc1,1992-04-01,92.66
YBAc1,1992-04-02,92.67
YBAc1,1992-04-03,92.79
YBAc1,1992-04-06,92.87
YBAc1,1992-04-07,92.84
YBAc1,1992-04-08,92.85
YBAc1,1992-04-09,92.82
YBAc1,1992-04-10,92.9
YBAc1,1992-04-13,93
YBAc1,1992-04-14,93.01
YBAc1,1992-04-15,93.02
YBAc1,1992-04-16,93.01
YBAc1,1992-04-17,
YBAc1,1992-04-18,
YBAc1,1992-04-19,
YBAc1,1992-04-20,
YBAc1,1992-04-21,92.97
YBAc1,1992-04-22,93.03
YBAc1,1992-04-23,93.05
YBAc1,1992-04-24,93.11
YBAc1,1992-04-27,93.16
YBAc1,1992-04-28,93.14
YBAc1,1992-04-29,93.36
YBAc1,1992-04-30,93.35
YBAc1,1992-05-01,93.35
YBAc1,1992-05-04,93.39
YBAc1,1992-05-05,93.33
YBAc1,1992-05-06,93.43
YBAc1,1992-05-07,93.45
YBAc1,1992-05-08,93.48
YBAc1,1992-05-11,93.46
YBAc1,1992-05-12,93.45
YBAc1,1992-05-13,93.47
YBAc1,1992-05-14,93.49
YBAc1,1992-05-15,93.49
YBAc1,1992-05-18,93.52
YBAc1,1992-05-19,93.54
YBAc1,1992-05-20,93.56
YBAc1,1992-05-21,93.54
YBAc1,1992-05-22,93.53
YBAc1,1992-05-25,93.55
YBAc1,1992-05-26,93.55
YBAc1,1992-05-27,93.55
YBAc1,1992-05-28,93.5
YBAc1,1992-05-29,93.55
YBAc1,1992-06-01,93.55
YBAc1,1992-06-02,93.53
YBAc1,1992-06-03,93.55
YBAc1,1992-06-04,93.55
YBAc1,1992-06-05,93.54
YBAc1,1992-06-08,
YBAc1,1992-06-09,93.55
YBAc1,1992-06-10,93.57
YBAc1,1992-06-11,93.48
YBAc1,1992-06-12,94.15
YBAc1,1992-06-15,94.19
YBAc1,1992-06-16,94.14
YBAc1,1992-06-17,94.16
YBAc1,1992-06-18,94.18
YBAc1,1992-06-19,94.14
YBAc1,1992-06-22,94.18
YBAc1,1992-06-23,94.21
YBAc1,1992-06-24,94.22
YBAc1,1992-06-25,94.24
YBAc1,1992-06-26,94.21
YBAc1,1992-06-29,94.22
YBAc1,1992-06-30,94.28
YBAc1,1992-07-01,94.37
YBAc1,1992-07-02,94.35
YBAc1,1992-07-03,94.4
YBAc1,1992-07-06,94.39
YBAc1,1992-07-07,94.47
YBAc1,1992-07-08,94.45
YBAc1,1992-07-09,94.65
YBAc1,1992-07-10,94.55
YBAc1,1992-07-13,94.61
YBAc1,1992-07-14,94.58
YBAc1,1992-07-15,94.63
YBAc1,1992-07-16,94.64
YBAc1,1992-07-17,94.65
YBAc1,1992-07-20,94.61
YBAc1,1992-07-21,94.64
YBAc1,1992-07-22,94.64
YBAc1,1992-07-23,94.67
YBAc1,1992-07-24,94.68
YBAc1,1992-07-27,94.65
YBAc1,1992-07-28,94.68
YBAc1,1992-07-29,94.74
YBAc1,1992-07-30,94.68
YBAc1,1992-07-31,94.68
YBAc1,1992-08-03,94.68
YBAc1,1992-08-04,94.66
YBAc1,1992-08-05,94.68
YBAc1,1992-08-06,94.68
YBAc1,1992-08-07,94.47
YBAc1,1992-08-10,94.5
YBAc1,1992-08-11,94.4
YBAc1,1992-08-12,94.28
YBAc1,1992-08-13,94.2
YBAc1,1992-08-14,94.24
YBAc1,1992-08-17,94.37
YBAc1,1992-08-18,94.38
YBAc1,1992-08-19,94.34
YBAc1,1992-08-20,94.26
YBAc1,1992-08-21,94.24
YBAc1,1992-08-24,94.13
YBAc1,1992-08-25,94.05
YBAc1,1992-08-26,93.99
YBAc1,1992-08-27,94.05
YBAc1,1992-08-28,94.1
YBAc1,1992-08-31,93.83
YBAc1,1992-09-01,93.93
YBAc1,1992-09-02,93.97
YBAc1,1992-09-03,94.01
YBAc1,1992-09-04,94.01
YBAc1,1992-09-07,94.08
YBAc1,1992-09-08,94.03
YBAc1,1992-09-09,94.06
YBAc1,1992-09-10,94.04
YBAc1,1992-09-11,93.84
YBAc1,1992-09-14,94.16
YBAc1,1992-09-15,94.12
YBAc1,1992-09-16,93.93
YBAc1,1992-09-17,93.81
YBAc1,1992-09-18,93.83
YBAc1,1992-09-21,93.91
YBAc1,1992-09-22,93.85
YBAc1,1992-09-23,93.79
YBAc1,1992-09-24,93.85
YBAc1,1992-09-25,93.89
YBAc1,1992-09-28,93.89
YBAc1,1992-09-29,93.82
YBAc1,1992-09-30,93.82
YBAc1,1992-10-01,93.8
YBAc1,1992-10-02,93.85
YBAc1,1992-10-05,93.83
YBAc1,1992-10-06,94.01
YBAc1,1992-10-07,94
YBAc1,1992-10-08,94.09
YBAc1,1992-10-09,94.04
YBAc1,1992-10-12,94.12
YBAc1,1992-10-13,94.14
YBAc1,1992-10-14,94.12
YBAc1,1992-10-15,94.14
YBAc1,1992-10-16,94.13
YBAc1,1992-10-19,94.19
YBAc1,1992-10-20,94.13
YBAc1,1992-10-21,94.13
YBAc1,1992-10-22,94.14
YBAc1,1992-10-23,94.13
YBAc1,1992-10-26,94.15
YBAc1,1992-10-27,94.13
YBAc1,1992-10-28,93.97
YBAc1,1992-10-29,93.94
YBAc1,1992-10-30,93.93
YBAc1,1992-11-02,93.89
YBAc1,1992-11-03,93.95
YBAc1,1992-11-04,94.06
YBAc1,1992-11-05,94.09
YBAc1,1992-11-06,94.08
YBAc1,1992-11-09,94.11
YBAc1,1992-11-10,94.07
YBAc1,1992-11-11,94.1
YBAc1,1992-11-12,94.11
YBAc1,1992-11-13,94.15
YBAc1,1992-11-16,94.16
YBAc1,1992-11-17,94.1
YBAc1,1992-11-18,94.1
YBAc1,1992-11-19,94.1
YBAc1,1992-11-20,94.09
YBAc1,1992-11-23,94.12
YBAc1,1992-11-24,94.13
YBAc1,1992-11-25,94.14
YBAc1,1992-11-26,94.13
YBAc1,1992-11-27,94.12
YBAc1,1992-11-30,94.05
YBAc1,1992-12-01,94.08
YBAc1,1992-12-02,94.1
YBAc1,1992-12-03,94.12
YBAc1,1992-12-04,94.13
YBAc1,1992-12-07,94.13
YBAc1,1992-12-08,94.13
YBAc1,1992-12-09,94.13
YBAc1,1992-12-10,94.09
YBAc1,1992-12-11,94.05
YBAc1,1992-12-14,94.02
YBAc1,1992-12-15,93.97
YBAc1,1992-12-16,94.01
YBAc1,1992-12-17,93.99
YBAc1,1992-12-18,93.97
YBAc1,1992-12-21,93.98
YBAc1,1992-12-22,93.98
YBAc1,1992-12-23,93.97
YBAc1,1992-12-24,93.97
YBAc1,1992-12-25,
YBAc1,1992-12-26,
YBAc1,1992-12-27,
YBAc1,1992-12-28,
YBAc1,1992-12-29,93.98
YBAc1,1992-12-30,93.98
YBAc1,1992-12-31,93.99
YBAc1,1993-01-01,
YBAc1,1993-01-04,94.2
YBAc1,1993-01-05,94.16
YBAc1,1993-01-06,93.88
YBAc1,1993-01-07,93.94
YBAc1,1993-01-08,93.95
YBAc1,1993-01-11,94.03
YBAc1,1993-01-12,94
YBAc1,1993-01-13,93.99
YBAc1,1993-01-14,94.03
YBAc1,1993-01-15,94.06
YBAc1,1993-01-18,94.14
YBAc1,1993-01-19,94.13
YBAc1,1993-01-20,94.14
YBAc1,1993-01-21,94.03
YBAc1,1993-01-22,94.08
YBAc1,1993-01-25,94.1
YBAc1,1993-01-26,94.11
YBAc1,1993-01-27,94.13
YBAc1,1993-01-28,94.14
YBAc1,1993-01-29,94.14
YBAc1,1993-02-01,94.13
YBAc1,1993-02-02,94.14
YBAc1,1993-02-03,94.16
YBAc1,1993-02-04,94.16
YBAc1,1993-02-05,94.17
YBAc1,1993-02-08,94.11
YBAc1,1993-02-09,94.11
YBAc1,1993-02-10,94.11
YBAc1,1993-02-11,94.11
YBAc1,1993-02-12,94.13
YBAc1,1993-02-15,94.14
YBAc1,1993-02-16,94.14
YBAc1,1993-02-17,94.16
YBAc1,1993-02-18,94.14
YBAc1,1993-02-19,94.16
YBAc1,1993-02-22,94.18
YBAc1,1993-02-23,94.17
YBAc1,1993-02-24,94.25
YBAc1,1993-02-25,94.4
YBAc1,1993-02-26,94.5
YBAc1,1993-03-01,94.66
YBAc1,1993-03-02,94.57
YBAc1,1993-03-03,94.52
YBAc1,1993-03-04,94.55
YBAc1,1993-03-05,94.55
YBAc1,1993-03-08,94.5
YBAc1,1993-03-09,94.47
YBAc1,1993-03-10,94.5
YBAc1,1993-03-11,94.47
YBAc1,1993-03-12,94.61
YBAc1,1993-03-15,94.78
YBAc1,1993-03-16,94.87
YBAc1,1993-03-17,94.87
YBAc1,1993-03-18,94.82
YBAc1,1993-03-19,94.83
YBAc1,1993-03-22,94.81
YBAc1,1993-03-23,94.66
YBAc1,1993-03-24,94.68
YBAc1,1993-03-25,94.67
YBAc1,1993-03-26,94.63
YBAc1,1993-03-29,94.65
YBAc1,1993-03-30,94.68
YBAc1,1993-03-31,94.65
YBAc1,1993-04-01,94.63
YBAc1,1993-04-02,94.63
YBAc1,1993-04-05,94.63
YBAc1,1993-04-06,94.66
YBAc1,1993-04-07,94.69
YBAc1,1993-04-08,94.68
YBAc1,1993-04-09,
YBAc1,1993-04-10,
YBAc1,1993-04-11,
YBAc1,1993-04-12,
YBAc1,1993-04-13,94.75
YBAc1,1993-04-14,94.75
YBAc1,1993-04-15,94.74
YBAc1,1993-04-16,94.76
YBAc1,1993-04-19,94.78
YBAc1,1993-04-20,94.77
YBAc1,1993-04-21,94.78
YBAc1,1993-04-22,94.77
YBAc1,1993-04-23,94.76
YBAc1,1993-04-26,94.78
YBAc1,1993-04-27,94.76
YBAc1,1993-04-28,94.79
YBAc1,1993-04-29,94.81
YBAc1,1993-04-30,94.84
YBAc1,1993-05-03,94.84
YBAc1,1993-05-04,94.78
YBAc1,1993-05-05,94.77
YBAc1,1993-05-06,94.82
YBAc1,1993-05-07,94.87
YBAc1,1993-05-10,94.89
YBAc1,1993-05-11,94.9
YBAc1,1993-05-12,94.94
YBAc1,1993-05-13,94.95
YBAc1,1993-05-14,94.95
YBAc1,1993-05-17,94.93
YBAc1,1993-05-18,94.84
YBAc1,1993-05-19,94.85
YBAc1,1993-05-20,94.86
YBAc1,1993-05-21,94.85
YBAc1,1993-05-24,94.78
YBAc1,1993-05-25,94.82
YBAc1,1993-05-26,94.84
YBAc1,1993-05-27,94.83
YBAc1,1993-05-28,94.82
YBAc1,1993-05-31,94.69
YBAc1,1993-06-01,94.71
YBAc1,1993-06-02,94.74
YBAc1,1993-06-03,94.75
YBAc1,1993-06-04,94.75
YBAc1,1993-06-07,94.73
YBAc1,1993-06-08,94.71
YBAc1,1993-06-09,94.74
YBAc1,1993-06-10,94.76
YBAc1,1993-06-11,94.82
YBAc1,1993-06-14,
YBAc1,1993-06-15,94.89
YBAc1,1993-06-16,94.89
YBAc1,1993-06-17,94.88
YBAc1,1993-06-18,94.87
YBAc1,1993-06-21,94.9
YBAc1,1993-06-22,94.94
YBAc1,1993-06-23,94.88
YBAc1,1993-06-24,94.86
YBAc1,1993-06-25,94.88
YBAc1,1993-06-28,94.87
YBAc1,1993-06-29,94.89
YBAc1,1993-06-30,94.98
YBAc1,1993-07-01,94.97
YBAc1,1993-07-02,94.99
YBAc1,1993-07-05,95.05
YBAc1,1993-07-06,95.04
YBAc1,1993-07-07,95.11
YBAc1,1993-07-08,95.12
YBAc1,1993-07-09,95.12
YBAc1,1993-07-12,95.05
YBAc1,1993-07-13,94.99
YBAc1,1993-07-14,94.99
YBAc1,1993-07-15,94.98
YBAc1,1993-07-16,95
YBAc1,1993-07-19,95.08
YBAc1,1993-07-20,95.12
YBAc1,1993-07-21,95.11
YBAc1,1993-07-22,95.13
YBAc1,1993-07-23,95.14
YBAc1,1993-07-26,95.15
YBAc1,1993-07-27,95.15
YBAc1,1993-07-28,95.14
YBAc1,1993-07-29,95.16
YBAc1,1993-07-30,95.18
YBAc1,1993-08-02,95.22
YBAc1,1993-08-03,95.23
YBAc1,1993-08-04,95.22
YBAc1,1993-08-05,95.21
YBAc1,1993-08-06,95.21
YBAc1,1993-08-09,95.24
YBAc1,1993-08-10,95.25
YBAc1,1993-08-11,95.23
YBAc1,1993-08-12,95.25
YBAc1,1993-08-13,95.26
YBAc1,1993-08-16,95.25
YBAc1,1993-08-17,95.24
YBAc1,1993-08-18,95.22
YBAc1,1993-08-19,95.23
YBAc1,1993-08-20,95.24
YBAc1,1993-08-23,95.24
YBAc1,1993-08-24,95.17
YBAc1,1993-08-25,95.17
YBAc1,1993-08-26,95.18
YBAc1,1993-08-27,95.16
YBAc1,1993-08-30,95.16
YBAc1,1993-08-31,95.2
YBAc1,1993-09-01,95.21
YBAc1,1993-09-02,95.17
YBAc1,1993-09-03,95.01
YBAc1,1993-09-06,95.08
YBAc1,1993-09-07,95.04
YBAc1,1993-09-08,95.11
YBAc1,1993-09-09,95.15
YBAc1,1993-09-10,94.94
YBAc1,1993-09-13,94.95
YBAc1,1993-09-14,94.86
YBAc1,1993-09-15,94.94
YBAc1,1993-09-16,94.97
YBAc1,1993-09-17,94.95
YBAc1,1993-09-20,94.96
YBAc1,1993-09-21,94.94
YBAc1,1993-09-22,94.94
YBAc1,1993-09-23,94.93
YBAc1,1993-09-24,94.9
YBAc1,1993-09-27,94.93
YBAc1,1993-09-28,94.92
YBAc1,1993-09-29,94.88
YBAc1,1993-09-30,94.82
YBAc1,1993-10-01,94.88
YBAc1,1993-10-04,94.9
YBAc1,1993-10-05,94.88
YBAc1,1993-10-06,94.95
YBAc1,1993-10-07,95.06
YBAc1,1993-10-08,95.04
YBAc1,1993-10-11,95.09
YBAc1,1993-10-12,95.08
YBAc1,1993-10-13,95.09
YBAc1,1993-10-14,95.08
YBAc1,1993-10-15,95.09
YBAc1,1993-10-18,95.1
YBAc1,1993-10-19,95.1
YBAc1,1993-10-20,95.15
YBAc1,1993-10-21,95.15
YBAc1,1993-10-22,95.15
YBAc1,1993-10-25,95.14
YBAc1,1993-10-26,95.15
YBAc1,1993-10-27,95.18
YBAc1,1993-10-28,95.17
YBAc1,1993-10-29,95.18
YBAc1,1993-11-01,95.28
YBAc1,1993-11-02,95.25
YBAc1,1993-11-03,95.23
YBAc1,1993-11-04,95.23
YBAc1,1993-11-05,95.23
YBAc1,1993-11-08,95.21
YBAc1,1993-11-09,95.23
YBAc1,1993-11-10,95.25
YBAc1,1993-11-11,95.16
YBAc1,1993-11-12,95.2
YBAc1,1993-11-15,95.11
YBAc1,1993-11-16,95.16
YBAc1,1993-11-17,95.18
YBAc1,1993-11-18,95.19
YBAc1,1993-11-19,95.14
YBAc1,1993-11-22,95.12
YBAc1,1993-11-23,95.15
YBAc1,1993-11-24,95.17
YBAc1,1993-11-25,95.16
YBAc1,1993-11-26,95.17
YBAc1,1993-11-29,95.16
YBAc1,1993-11-30,95.16
YBAc1,1993-12-01,95.16
YBAc1,1993-12-02,95.17
YBAc1,1993-12-03,95.17
YBAc1,1993-12-06,95.18
YBAc1,1993-12-07,95.2
YBAc1,1993-12-08,95.2
YBAc1,1993-12-09,95.2
YBAc1,1993-12-10,95.08
YBAc1,1993-12-11,
YBAc1,1993-12-12,
YBAc1,1993-12-13,95.07
YBAc1,1993-12-14,95.08
YBAc1,1993-12-15,95.06
YBAc1,1993-12-16,95.08
YBAc1,1993-12-17,95.09
YBAc1,1993-12-18,
YBAc1,1993-12-19,
YBAc1,1993-12-20,95.12
YBAc1,1993-12-21,95.12
YBAc1,1993-12-22,95.12
YBAc1,1993-12-23,95.12
YBAc1,1993-12-24,95.1
YBAc1,1993-12-25,
YBAc1,1993-12-26,
YBAc1,1993-12-27,
YBAc1,1993-12-28,
YBAc1,1993-12-29,95.13
YBAc1,1993-12-30,95.11
YBAc1,1993-12-31,95.09
YBAc1,1994-01-01,
YBAc1,1994-01-02,
YBAc1,1994-01-03,
YBAc1,1994-01-04,95.06
YBAc1,1994-01-05,95.11
YBAc1,1994-01-06,95.1
YBAc1,1994-01-07,95.08
YBAc1,1994-01-08,
YBAc1,1994-01-09,
YBAc1,1994-01-10,95.12
YBAc1,1994-01-11,95.13
YBAc1,1994-01-12,95.15
YBAc1,1994-01-13,95.13
YBAc1,1994-01-14,95.13
YBAc1,1994-01-15,
YBAc1,1994-01-16,
YBAc1,1994-01-17,95.14
YBAc1,1994-01-18,95.15
YBAc1,1994-01-19,95.16
YBAc1,1994-01-20,95.14
YBAc1,1994-01-21,95.15
YBAc1,1994-01-22,
YBAc1,1994-01-23,
YBAc1,1994-01-24,95.15
YBAc1,1994-01-25,95.18
YBAc1,1994-01-26,
YBAc1,1994-01-27,95.18
YBAc1,1994-01-28,95.18
YBAc1,1994-01-29,
YBAc1,1994-01-30,
YBAc1,1994-01-31,95.2
YBAc1,1994-02-01,95.2
YBAc1,1994-02-02,95.19
YBAc1,1994-02-03,95.19
YBAc1,1994-02-04,95.18
YBAc1,1994-02-05,
YBAc1,1994-02-06,
YBAc1,1994-02-07,95.17
YBAc1,1994-02-08,95.19
YBAc1,1994-02-09,95.21
YBAc1,1994-02-10,95.21
YBAc1,1994-02-11,95.21
YBAc1,1994-02-12,
YBAc1,1994-02-13,
YBAc1,1994-02-14,95.22
YBAc1,1994-02-15,95.22
YBAc1,1994-02-16,95.22
YBAc1,1994-02-17,95.21
YBAc1,1994-02-18,95.19
YBAc1,1994-02-19,
YBAc1,1994-02-20,
YBAc1,1994-02-21,95.18
YBAc1,1994-02-22,95.18
YBAc1,1994-02-23,95.16
YBAc1,1994-02-24,95.11
YBAc1,1994-02-25,95.14
YBAc1,1994-02-26,
YBAc1,1994-02-27,
YBAc1,1994-02-28,95.16
YBAc1,1994-03-01,95.16
YBAc1,1994-03-02,95.16
YBAc1,1994-03-03,95.18
YBAc1,1994-03-04,95.18
YBAc1,1994-03-05,
YBAc1,1994-03-06,
YBAc1,1994-03-07,95.21
YBAc1,1994-03-08,95.24
YBAc1,1994-03-09,95.23
YBAc1,1994-03-10,95.12
YBAc1,1994-03-11,94.79
YBAc1,1994-03-12,
YBAc1,1994-03-13,
YBAc1,1994-03-14,94.92
YBAc1,1994-03-15,94.87
YBAc1,1994-03-16,94.92
YBAc1,1994-03-17,94.9
YBAc1,1994-03-18,94.89
YBAc1,1994-03-19,
YBAc1,1994-03-20,
YBAc1,1994-03-21,94.85
YBAc1,1994-03-22,94.87
YBAc1,1994-03-23,94.96
YBAc1,1994-03-24,94.92
YBAc1,1994-03-25,94.89
YBAc1,1994-03-26,
YBAc1,1994-03-27,
YBAc1,1994-03-28,94.86
YBAc1,1994-03-29,94.86
YBAc1,1994-03-30,94.86
YBAc1,1994-03-31,94.87
YBAc1,1994-04-01,
YBAc1,1994-04-02,
YBAc1,1994-04-03,
YBAc1,1994-04-04,
YBAc1,1994-04-05,94.78
YBAc1,1994-04-06,94.86
YBAc1,1994-04-07,94.86
YBAc1,1994-04-08,94.86
YBAc1,1994-04-09,
YBAc1,1994-04-10,
YBAc1,1994-04-11,94.85
YBAc1,1994-04-12,94.88
YBAc1,1994-04-13,94.93
YBAc1,1994-04-14,94.91
YBAc1,1994-04-15,94.9
YBAc1,1994-04-16,
YBAc1,1994-04-17,
YBAc1,1994-04-18,94.93
YBAc1,1994-04-19,94.83
YBAc1,1994-04-20,94.86
YBAc1,1994-04-21,94.93
YBAc1,1994-04-22,94.94
YBAc1,1994-04-23,
YBAc1,1994-04-24,
YBAc1,1994-04-25,
YBAc1,1994-04-26,94.93
YBAc1,1994-04-27,94.93
YBAc1,1994-04-28,94.94
YBAc1,1994-04-29,94.94
YBAc1,1994-04-30,
YBAc1,1994-05-01,
YBAc1,1994-05-02,94.94
YBAc1,1994-05-03,94.98
YBAc1,1994-05-04,94.95
YBAc1,1994-05-05,94.98
YBAc1,1994-05-06,94.99
YBAc1,1994-05-07,
YBAc1,1994-05-08,
YBAc1,1994-05-09,94.99
YBAc1,1994-05-10,95.03
YBAc1,1994-05-11,95.04
YBAc1,1994-05-12,95.06
YBAc1,1994-05-13,95.08
YBAc1,1994-05-14,
YBAc1,1994-05-15,
YBAc1,1994-05-16,95.1
YBAc1,1994-05-17,95.09
YBAc1,1994-05-18,95.12
YBAc1,1994-05-19,95.11
YBAc1,1994-05-20,95.13
YBAc1,1994-05-21,
YBAc1,1994-05-22,
YBAc1,1994-05-23,95.12
YBAc1,1994-05-24,95.11
YBAc1,1994-05-25,95.11
YBAc1,1994-05-26,95.13
YBAc1,1994-05-27,95.13
YBAc1,1994-05-28,
YBAc1,1994-05-29,
YBAc1,1994-05-30,95.13
YBAc1,1994-05-31,95.13
YBAc1,1994-06-01,95.11
YBAc1,1994-06-02,95.12
YBAc1,1994-06-03,95.12
YBAc1,1994-06-04,
YBAc1,1994-06-05,
YBAc1,1994-06-06,95.14
YBAc1,1994-06-07,95.15
YBAc1,1994-06-08,95.15
YBAc1,1994-06-09,95.12
YBAc1,1994-06-10,94.6
YBAc1,1994-06-11,
YBAc1,1994-06-12,
YBAc1,1994-06-13,
YBAc1,1994-06-14,94.52
YBAc1,1994-06-15,94.53
YBAc1,1994-06-16,94.37
YBAc1,1994-06-17,94.36
YBAc1,1994-06-18,
YBAc1,1994-06-19,
YBAc1,1994-06-20,94.2
YBAc1,1994-06-21,94.07
YBAc1,1994-06-22,93.86
YBAc1,1994-06-23,93.97
YBAc1,1994-06-24,93.99
YBAc1,1994-06-25,
YBAc1,1994-06-26,
YBAc1,1994-06-27,93.52
YBAc1,1994-06-28,93.62
YBAc1,1994-06-29,93.56
YBAc1,1994-06-30,93.51
YBAc1,1994-07-01,93.5
YBAc1,1994-07-02,
YBAc1,1994-07-03,
YBAc1,1994-07-04,93.53
YBAc1,1994-07-05,93.63
YBAc1,1994-07-06,93.73
YBAc1,1994-07-07,93.8
YBAc1,1994-07-08,93.81
YBAc1,1994-07-09,
YBAc1,1994-07-10,
YBAc1,1994-07-11,93.67
YBAc1,1994-07-12,93.72
YBAc1,1994-07-13,93.8
YBAc1,1994-07-14,93.85
YBAc1,1994-07-15,94.03
YBAc1,1994-07-16,
YBAc1,1994-07-17,
YBAc1,1994-07-18,94.12
YBAc1,1994-07-19,94.1
YBAc1,1994-07-20,94.1
YBAc1,1994-07-21,93.93
YBAc1,1994-07-22,93.89
YBAc1,1994-07-23,
YBAc1,1994-07-24,
YBAc1,1994-07-25,93.88
YBAc1,1994-07-26,93.93
YBAc1,1994-07-27,94.18
YBAc1,1994-07-28,94.11
YBAc1,1994-07-29,94.17
YBAc1,1994-07-30,
YBAc1,1994-07-31,
YBAc1,1994-08-01,94.31
YBAc1,1994-08-02,94.31
YBAc1,1994-08-03,94.17
YBAc1,1994-08-04,94.27
YBAc1,1994-08-05,94.24
YBAc1,1994-08-06,
YBAc1,1994-08-07,
YBAc1,1994-08-08,94.07
YBAc1,1994-08-09,94.15
YBAc1,1994-08-10,94.13
YBAc1,1994-08-11,94.04
YBAc1,1994-08-12,94.04
YBAc1,1994-08-13,
YBAc1,1994-08-14,
YBAc1,1994-08-15,94.09
YBAc1,1994-08-16,94.08
YBAc1,1994-08-17,94.22
YBAc1,1994-08-18,94.24
YBAc1,1994-08-19,94.25
YBAc1,1994-08-20,
YBAc1,1994-08-21,
YBAc1,1994-08-22,94.26
YBAc1,1994-08-23,94.26
YBAc1,1994-08-24,94.27
YBAc1,1994-08-25,94.28
YBAc1,1994-08-26,94.25
YBAc1,1994-08-27,
YBAc1,1994-08-28,
YBAc1,1994-08-29,94.26
YBAc1,1994-08-30,94.24
YBAc1,1994-08-31,94.25
YBAc1,1994-09-01,94.24
YBAc1,1994-09-02,94.24
YBAc1,1994-09-03,
YBAc1,1994-09-04,
YBAc1,1994-09-05,94.24
YBAc1,1994-09-06,94.24
YBAc1,1994-09-07,94.24
YBAc1,1994-09-08,94.25
YBAc1,1994-09-09,93.31
YBAc1,1994-09-10,
YBAc1,1994-09-11,
YBAc1,1994-09-12,93.06
YBAc1,1994-09-13,93.09
YBAc1,1994-09-14,93.1
YBAc1,1994-09-15,93.16
YBAc1,1994-09-16,93.22
YBAc1,1994-09-17,
YBAc1,1994-09-18,
YBAc1,1994-09-19,93.16
YBAc1,1994-09-20,93.17
YBAc1,1994-09-21,93.18
YBAc1,1994-09-22,93.06
YBAc1,1994-09-23,93.08
YBAc1,1994-09-24,
YBAc1,1994-09-25,
YBAc1,1994-09-26,93
YBAc1,1994-09-27,93.04
YBAc1,1994-09-28,93.07
YBAc1,1994-09-29,93.01
YBAc1,1994-09-30,92.93
YBAc1,1994-10-01,
YBAc1,1994-10-02,
YBAc1,1994-10-03,92.94
YBAc1,1994-10-04,92.9
YBAc1,1994-10-05,92.98
YBAc1,1994-10-06,93.05
YBAc1,1994-10-07,93.03
YBAc1,1994-10-08,
YBAc1,1994-10-09,
YBAc1,1994-10-10,93.12
YBAc1,1994-10-11,93.12
YBAc1,1994-10-12,93.1
YBAc1,1994-10-13,93.05
YBAc1,1994-10-14,93.12
YBAc1,1994-10-15,
YBAc1,1994-10-16,
YBAc1,1994-10-17,93.18
YBAc1,1994-10-18,93.19
YBAc1,1994-10-19,93.17
YBAc1,1994-10-20,93.18
YBAc1,1994-10-21,93.14
YBAc1,1994-10-22,
YBAc1,1994-10-23,
YBAc1,1994-10-24,93
YBAc1,1994-10-25,92.92
YBAc1,1994-10-26,92.85
YBAc1,1994-10-27,92.86
YBAc1,1994-10-28,92.82
YBAc1,1994-10-29,
YBAc1,1994-10-30,
YBAc1,1994-10-31,92.81
YBAc1,1994-11-01,92.78
YBAc1,1994-11-02,92.73
YBAc1,1994-11-03,92.71
YBAc1,1994-11-04,92.69
YBAc1,1994-11-05,
YBAc1,1994-11-06,
