RIC,Trade Date,Settlement Price
YBAc4,1994-03-28,93.22
YBAc4,1994-03-29,93.2
YBAc4,1994-03-30,93.13
YBAc4,1994-03-31,93.13
YBAc4,1994-04-01,
YBAc4,1994-04-02,
YBAc4,1994-04-03,
YBAc4,1994-04-04,
YBAc4,1994-04-05,92.88
YBAc4,1994-04-06,93.04
YBAc4,1994-04-07,93.04
YBAc4,1994-04-08,93.06
YBAc4,1994-04-09,
YBAc4,1994-04-10,
YBAc4,1994-04-11,93.01
YBAc4,1994-04-12,93.06
YBAc4,1994-04-13,93.24
YBAc4,1994-04-14,93.14
YBAc4,1994-04-15,93.09
YBAc4,1994-04-16,
YBAc4,1994-04-17,
YBAc4,1994-04-18,93.2
YBAc4,1994-04-19,92.86
YBAc4,1994-04-20,92.87
YBAc4,1994-04-21,93.07
YBAc4,1994-04-22,93.15
YBAc4,1994-04-23,
YBAc4,1994-04-24,
YBAc4,1994-04-25,
YBAc4,1994-04-26,93.26
YBAc4,1994-04-27,93.15
YBAc4,1994-04-28,93.16
YBAc4,1994-04-29,93.01
YBAc4,1994-04-30,
YBAc4,1994-05-01,
YBAc4,1994-05-02,92.96
YBAc4,1994-05-03,93.05
YBAc4,1994-05-04,92.91
YBAc4,1994-05-05,92.98
YBAc4,1994-05-06,92.98
YBAc4,1994-05-07,
YBAc4,1994-05-08,
YBAc4,1994-05-09,92.86
YBAc4,1994-05-10,92.96
YBAc4,1994-05-11,92.98
YBAc4,1994-05-12,92.96
YBAc4,1994-05-13,93.05
YBAc4,1994-05-14,
YBAc4,1994-05-15,
YBAc4,1994-05-16,93.25
YBAc4,1994-05-17,93.2
YBAc4,1994-05-18,93.42
YBAc4,1994-05-19,93.39
YBAc4,1994-05-20,93.43
YBAc4,1994-05-21,
YBAc4,1994-05-22,
YBAc4,1994-05-23,93.18
YBAc4,1994-05-24,93.04
YBAc4,1994-05-25,93.07
YBAc4,1994-05-26,93.2
YBAc4,1994-05-27,93.18
YBAc4,1994-05-28,
YBAc4,1994-05-29,
YBAc4,1994-05-30,93.19
YBAc4,1994-05-31,93.1
YBAc4,1994-06-01,92.8
YBAc4,1994-06-02,92.88
YBAc4,1994-06-03,92.92
YBAc4,1994-06-04,
YBAc4,1994-06-05,
YBAc4,1994-06-06,93.15
YBAc4,1994-06-07,93.05
YBAc4,1994-06-08,93.11
YBAc4,1994-06-09,92.98
YBAc4,1994-06-10,92.36
YBAc4,1994-06-11,
YBAc4,1994-06-12,
YBAc4,1994-06-13,
YBAc4,1994-06-14,92.15
YBAc4,1994-06-15,92.26
YBAc4,1994-06-16,92.02
YBAc4,1994-06-17,91.94
YBAc4,1994-06-18,
YBAc4,1994-06-19,
YBAc4,1994-06-20,91.58
YBAc4,1994-06-21,91.32
YBAc4,1994-06-22,91.22
YBAc4,1994-06-23,91.36
YBAc4,1994-06-24,91.38
YBAc4,1994-06-25,
YBAc4,1994-06-26,
YBAc4,1994-06-27,90.88
YBAc4,1994-06-28,91.03
YBAc4,1994-06-29,91.08
YBAc4,1994-06-30,91.27
YBAc4,1994-07-01,91.28
YBAc4,1994-07-02,
YBAc4,1994-07-03,
YBAc4,1994-07-04,91.27
YBAc4,1994-07-05,91.28
YBAc4,1994-07-06,91.36
YBAc4,1994-07-07,91.36
YBAc4,1994-07-08,91.32
YBAc4,1994-07-09,
YBAc4,1994-07-10,
YBAc4,1994-07-11,91.08
YBAc4,1994-07-12,91.17
YBAc4,1994-07-13,91.28
YBAc4,1994-07-14,91.29
YBAc4,1994-07-15,91.5
YBAc4,1994-07-16,
YBAc4,1994-07-17,
YBAc4,1994-07-18,91.56
YBAc4,1994-07-19,91.53
YBAc4,1994-07-20,91.55
YBAc4,1994-07-21,91.36
YBAc4,1994-07-22,91.39
YBAc4,1994-07-23,
YBAc4,1994-07-24,
YBAc4,1994-07-25,91.33
YBAc4,1994-07-26,91.44
YBAc4,1994-07-27,91.64
YBAc4,1994-07-28,91.5
YBAc4,1994-07-29,91.55
YBAc4,1994-07-30,
YBAc4,1994-07-31,
YBAc4,1994-08-01,91.72
YBAc4,1994-08-02,91.77
YBAc4,1994-08-03,91.66
YBAc4,1994-08-04,91.82
YBAc4,1994-08-05,91.77
YBAc4,1994-08-06,
YBAc4,1994-08-07,
YBAc4,1994-08-08,91.55
YBAc4,1994-08-09,91.62
YBAc4,1994-08-10,91.59
YBAc4,1994-08-11,91.48
YBAc4,1994-08-12,91.46
YBAc4,1994-08-13,
YBAc4,1994-08-14,
YBAc4,1994-08-15,91.54
YBAc4,1994-08-16,91.51
YBAc4,1994-08-17,91.83
YBAc4,1994-08-18,91.84
YBAc4,1994-08-19,91.77
YBAc4,1994-08-20,
YBAc4,1994-08-21,
YBAc4,1994-08-22,91.79
YBAc4,1994-08-23,91.75
YBAc4,1994-08-24,91.82
YBAc4,1994-08-25,91.81
YBAc4,1994-08-26,91.74
YBAc4,1994-08-27,
YBAc4,1994-08-28,
YBAc4,1994-08-29,91.77
YBAc4,1994-08-30,91.72
YBAc4,1994-08-31,91.77
YBAc4,1994-09-01,91.74
YBAc4,1994-09-02,91.76
YBAc4,1994-09-03,
YBAc4,1994-09-04,
YBAc4,1994-09-05,91.69
YBAc4,1994-09-06,91.72
YBAc4,1994-09-07,91.65
YBAc4,1994-09-08,91.64
YBAc4,1994-09-09,91.09
YBAc4,1994-09-10,
YBAc4,1994-09-11,
YBAc4,1994-09-12,90.74
YBAc4,1994-09-13,90.72
YBAc4,1994-09-14,90.67
YBAc4,1994-09-15,90.77
YBAc4,1994-09-16,90.95
YBAc4,1994-09-17,
YBAc4,1994-09-18,
YBAc4,1994-09-19,90.86
YBAc4,1994-09-20,90.81
YBAc4,1994-09-21,90.83
YBAc4,1994-09-22,90.73
YBAc4,1994-09-23,90.79
YBAc4,1994-09-24,
YBAc4,1994-09-25,
YBAc4,1994-09-26,90.72
YBAc4,1994-09-27,90.81
YBAc4,1994-09-28,90.73
YBAc4,1994-09-29,90.73
YBAc4,1994-09-30,90.63
YBAc4,1994-10-01,
YBAc4,1994-10-02,
YBAc4,1994-10-03,90.63
YBAc4,1994-10-04,90.57
YBAc4,1994-10-05,90.65
YBAc4,1994-10-06,90.77
YBAc4,1994-10-07,90.76
YBAc4,1994-10-08,
YBAc4,1994-10-09,
YBAc4,1994-10-10,90.87
YBAc4,1994-10-11,90.85
YBAc4,1994-10-12,90.8
YBAc4,1994-10-13,90.7
YBAc4,1994-10-14,90.76
YBAc4,1994-10-15,
YBAc4,1994-10-16,
YBAc4,1994-10-17,90.81
YBAc4,1994-10-18,90.8
YBAc4,1994-10-19,90.75
YBAc4,1994-10-20,90.81
YBAc4,1994-10-21,90.77
YBAc4,1994-10-22,
YBAc4,1994-10-23,
YBAc4,1994-10-24,90.71
YBAc4,1994-10-25,90.62
YBAc4,1994-10-26,90.42
YBAc4,1994-10-27,90.38
YBAc4,1994-10-28,90.34
YBAc4,1994-10-29,
YBAc4,1994-10-30,
YBAc4,1994-10-31,90.29
YBAc4,1994-11-01,90.24
YBAc4,1994-11-02,90.2
YBAc4,1994-11-03,90.19
YBAc4,1994-11-04,90.16
YBAc4,1994-11-05,
YBAc4,1994-11-06,
YBAc4,1994-11-07,89.98
YBAc4,1994-11-08,89.97
YBAc4,1994-11-09,89.97
YBAc4,1994-11-10,90.05
YBAc4,1994-11-11,90
YBAc4,1994-11-12,
YBAc4,1994-11-13,
YBAc4,1994-11-14,89.98
YBAc4,1994-11-15,90.02
YBAc4,1994-11-16,89.79
YBAc4,1994-11-17,89.64
YBAc4,1994-11-18,89.68
YBAc4,1994-11-19,
YBAc4,1994-11-20,
YBAc4,1994-11-21,89.61
YBAc4,1994-11-22,89.62
YBAc4,1994-11-23,89.87
YBAc4,1994-11-24,89.92
YBAc4,1994-11-25,89.98
YBAc4,1994-11-26,
YBAc4,1994-11-27,
YBAc4,1994-11-28,89.84
YBAc4,1994-11-29,89.81
YBAc4,1994-11-30,89.56
YBAc4,1994-12-01,89.46
YBAc4,1994-12-02,89.38
YBAc4,1994-12-03,
YBAc4,1994-12-04,
YBAc4,1994-12-05,89.41
YBAc4,1994-12-06,89.61
YBAc4,1994-12-07,89.51
YBAc4,1994-12-08,89.45
YBAc4,1994-12-09,89.45
YBAc4,1994-12-10,
YBAc4,1994-12-11,
YBAc4,1994-12-12,89.44
YBAc4,1994-12-13,89.3
YBAc4,1994-12-14,89.03
YBAc4,1994-12-15,89.13
YBAc4,1994-12-16,89.22
YBAc4,1994-12-17,
YBAc4,1994-12-18,
YBAc4,1994-12-19,89.22
YBAc4,1994-12-20,89.23
YBAc4,1994-12-21,89.14
YBAc4,1994-12-22,89.08
YBAc4,1994-12-23,89.05
YBAc4,1994-12-24,
YBAc4,1994-12-25,
YBAc4,1994-12-26,
YBAc4,1994-12-27,
YBAc4,1994-12-28,89.14
YBAc4,1994-12-29,89.11
YBAc4,1994-12-30,89.1
YBAc4,1994-12-31,
YBAc4,1995-01-01,
YBAc4,1995-01-02,
YBAc4,1995-01-03,88.99
YBAc4,1995-01-04,89.05
YBAc4,1995-01-05,88.94
YBAc4,1995-01-06,88.95
YBAc4,1995-01-07,
YBAc4,1995-01-08,
YBAc4,1995-01-09,88.99
YBAc4,1995-01-10,89
YBAc4,1995-01-11,89.03
YBAc4,1995-01-12,89.13
YBAc4,1995-01-13,89.04
YBAc4,1995-01-14,
YBAc4,1995-01-15,
YBAc4,1995-01-16,89.33
YBAc4,1995-01-17,89.34
YBAc4,1995-01-18,89.27
YBAc4,1995-01-19,89.17
YBAc4,1995-01-20,89.12
YBAc4,1995-01-21,
YBAc4,1995-01-22,
YBAc4,1995-01-23,89.05
YBAc4,1995-01-24,89.07
YBAc4,1995-01-25,89.32
YBAc4,1995-01-26,
YBAc4,1995-01-27,89.48
YBAc4,1995-01-28,
YBAc4,1995-01-29,
YBAc4,1995-01-30,89.58
YBAc4,1995-01-31,89.36
YBAc4,1995-02-01,89.65
YBAc4,1995-02-02,89.6
YBAc4,1995-02-03,89.63
YBAc4,1995-02-04,
YBAc4,1995-02-05,
YBAc4,1995-02-06,89.98
YBAc4,1995-02-07,89.82
YBAc4,1995-02-08,89.91
YBAc4,1995-02-09,89.83
YBAc4,1995-02-10,89.82
YBAc4,1995-02-11,
YBAc4,1995-02-12,
YBAc4,1995-02-13,89.79
YBAc4,1995-02-14,89.78
YBAc4,1995-02-15,89.94
YBAc4,1995-02-16,90.01
YBAc4,1995-02-17,90.03
YBAc4,1995-02-18,
YBAc4,1995-02-19,
YBAc4,1995-02-20,89.96
YBAc4,1995-02-21,90.07
YBAc4,1995-02-22,90.14
YBAc4,1995-02-23,90.45
YBAc4,1995-02-24,90.37
YBAc4,1995-02-25,
YBAc4,1995-02-26,
YBAc4,1995-02-27,90.68
YBAc4,1995-02-28,90.63
YBAc4,1995-03-01,90.63
YBAc4,1995-03-02,90.46
YBAc4,1995-03-03,90.22
YBAc4,1995-03-04,
YBAc4,1995-03-05,
YBAc4,1995-03-06,90.04
YBAc4,1995-03-07,90.18
YBAc4,1995-03-08,90.11
YBAc4,1995-03-09,89.99
YBAc4,1995-03-10,89.91
YBAc4,1995-03-11,
YBAc4,1995-03-12,
YBAc4,1995-03-13,90.19
YBAc4,1995-03-14,90.3
YBAc4,1995-03-15,90.3
YBAc4,1995-03-16,90.36
YBAc4,1995-03-17,90.3
YBAc4,1995-03-18,
YBAc4,1995-03-19,
YBAc4,1995-03-20,90.22
YBAc4,1995-03-21,90.34
YBAc4,1995-03-22,90.28
YBAc4,1995-03-23,90.26
YBAc4,1995-03-24,90.3
YBAc4,1995-03-25,
YBAc4,1995-03-26,
YBAc4,1995-03-27,90.54
YBAc4,1995-03-28,90.51
YBAc4,1995-03-29,90.39
YBAc4,1995-03-30,90.39
YBAc4,1995-03-31,90.71
YBAc4,1995-04-01,
YBAc4,1995-04-02,
YBAc4,1995-04-03,90.74
YBAc4,1995-04-04,90.79
YBAc4,1995-04-05,90.76
YBAc4,1995-04-06,90.82
YBAc4,1995-04-07,90.77
YBAc4,1995-04-08,
YBAc4,1995-04-09,
YBAc4,1995-04-10,90.73
YBAc4,1995-04-11,90.81
YBAc4,1995-04-12,90.88
YBAc4,1995-04-13,90.89
YBAc4,1995-04-14,
YBAc4,1995-04-15,
YBAc4,1995-04-16,
YBAc4,1995-04-17,
YBAc4,1995-04-18,91.06
YBAc4,1995-04-19,90.99
YBAc4,1995-04-20,90.94
YBAc4,1995-04-21,90.81
YBAc4,1995-04-22,
YBAc4,1995-04-23,
YBAc4,1995-04-24,90.69
YBAc4,1995-04-25,
YBAc4,1995-04-26,90.72
YBAc4,1995-04-27,90.88
YBAc4,1995-04-28,90.91
YBAc4,1995-04-29,
YBAc4,1995-04-30,
YBAc4,1995-05-01,90.9
YBAc4,1995-05-02,90.92
YBAc4,1995-05-03,90.96
YBAc4,1995-05-04,91.22
YBAc4,1995-05-05,91.23
YBAc4,1995-05-06,
YBAc4,1995-05-07,
YBAc4,1995-05-08,91.53
YBAc4,1995-05-09,91.57
YBAc4,1995-05-10,91.65
YBAc4,1995-05-11,91.65
YBAc4,1995-05-12,91.59
YBAc4,1995-05-13,
YBAc4,1995-05-14,
YBAc4,1995-05-15,91.77
YBAc4,1995-05-16,91.76
YBAc4,1995-05-17,91.88
YBAc4,1995-05-18,91.74
YBAc4,1995-05-19,91.65
YBAc4,1995-05-20,
YBAc4,1995-05-21,
YBAc4,1995-05-22,91.67
YBAc4,1995-05-23,91.73
YBAc4,1995-05-24,91.94
YBAc4,1995-05-25,92.15
YBAc4,1995-05-26,92.09
YBAc4,1995-05-27,
YBAc4,1995-05-28,
YBAc4,1995-05-29,92.25
YBAc4,1995-05-30,92.35
YBAc4,1995-05-31,92.28
YBAc4,1995-06-01,92.19
YBAc4,1995-06-02,92.3
YBAc4,1995-06-03,
YBAc4,1995-06-04,
YBAc4,1995-06-05,92.67
YBAc4,1995-06-06,92.62
YBAc4,1995-06-07,92.5
YBAc4,1995-06-08,92.27
YBAc4,1995-06-09,92.15
YBAc4,1995-06-10,
YBAc4,1995-06-11,
YBAc4,1995-06-12,
YBAc4,1995-06-13,92.25
YBAc4,1995-06-14,92.4
YBAc4,1995-06-15,92.32
YBAc4,1995-06-16,92.25
YBAc4,1995-06-17,
YBAc4,1995-06-18,
YBAc4,1995-06-19,92.24
YBAc4,1995-06-20,92.26
YBAc4,1995-06-21,92.43
YBAc4,1995-06-22,92.39
YBAc4,1995-06-23,92.56
YBAc4,1995-06-24,
YBAc4,1995-06-25,
YBAc4,1995-06-26,92.5
YBAc4,1995-06-27,92.45
YBAc4,1995-06-28,92.43
YBAc4,1995-06-29,92.49
YBAc4,1995-06-30,92.12
YBAc4,1995-07-01,
YBAc4,1995-07-02,
YBAc4,1995-07-03,92.23
YBAc4,1995-07-04,92.31
YBAc4,1995-07-05,92.34
YBAc4,1995-07-06,92.36
YBAc4,1995-07-07,92.78
YBAc4,1995-07-08,
YBAc4,1995-07-09,
YBAc4,1995-07-10,92.8
YBAc4,1995-07-11,92.74
YBAc4,1995-07-12,92.71
YBAc4,1995-07-13,92.7
YBAc4,1995-07-14,92.69
YBAc4,1995-07-15,
YBAc4,1995-07-16,
YBAc4,1995-07-17,92.54
YBAc4,1995-07-18,92.43
YBAc4,1995-07-19,92.35
YBAc4,1995-07-20,92.27
YBAc4,1995-07-21,92.38
YBAc4,1995-07-22,
YBAc4,1995-07-23,
YBAc4,1995-07-24,92.3
YBAc4,1995-07-25,92.36
YBAc4,1995-07-26,92.26
YBAc4,1995-07-27,91.9
YBAc4,1995-07-28,91.93
YBAc4,1995-07-29,
YBAc4,1995-07-30,
YBAc4,1995-07-31,91.74
YBAc4,1995-08-01,91.9
YBAc4,1995-08-02,91.99
YBAc4,1995-08-03,92
YBAc4,1995-08-04,91.93
YBAc4,1995-08-05,
YBAc4,1995-08-06,
YBAc4,1995-08-07,92.02
YBAc4,1995-08-08,92.11
YBAc4,1995-08-09,92.08
YBAc4,1995-08-10,92.14
YBAc4,1995-08-11,92.17
YBAc4,1995-08-12,
YBAc4,1995-08-13,
YBAc4,1995-08-14,92.01
YBAc4,1995-08-15,92.01
YBAc4,1995-08-16,91.95
YBAc4,1995-08-17,91.93
YBAc4,1995-08-18,91.96
YBAc4,1995-08-19,
YBAc4,1995-08-20,
YBAc4,1995-08-21,91.99
YBAc4,1995-08-22,92
YBAc4,1995-08-23,91.95
YBAc4,1995-08-24,91.8
YBAc4,1995-08-25,91.9
YBAc4,1995-08-26,
YBAc4,1995-08-27,
YBAc4,1995-08-28,91.93
YBAc4,1995-08-29,92.02
YBAc4,1995-08-30,92.19
YBAc4,1995-08-31,92.19
YBAc4,1995-09-01,92.22
YBAc4,1995-09-02,
YBAc4,1995-09-03,
YBAc4,1995-09-04,92.37
YBAc4,1995-09-05,92.42
YBAc4,1995-09-06,92.46
YBAc4,1995-09-07,92.37
YBAc4,1995-09-08,92.33
YBAc4,1995-09-09,
YBAc4,1995-09-10,
YBAc4,1995-09-11,92.28
YBAc4,1995-09-12,92.3
YBAc4,1995-09-13,92.49
YBAc4,1995-09-14,92.48
YBAc4,1995-09-15,92.53
YBAc4,1995-09-16,
YBAc4,1995-09-17,
YBAc4,1995-09-18,92.5
YBAc4,1995-09-19,92.44
YBAc4,1995-09-20,92.41
YBAc4,1995-09-21,92.42
YBAc4,1995-09-22,92.31
YBAc4,1995-09-23,
YBAc4,1995-09-24,
YBAc4,1995-09-25,92.29
YBAc4,1995-09-26,92.35
YBAc4,1995-09-27,92.38
YBAc4,1995-09-28,92.39
YBAc4,1995-09-29,92.41
YBAc4,1995-09-30,
YBAc4,1995-10-01,
YBAc4,1995-10-02,92.47
YBAc4,1995-10-03,92.5
YBAc4,1995-10-04,92.5
YBAc4,1995-10-05,92.53
YBAc4,1995-10-06,92.51
YBAc4,1995-10-07,
YBAc4,1995-10-08,
YBAc4,1995-10-09,92.52
YBAc4,1995-10-10,92.49
YBAc4,1995-10-11,92.41
YBAc4,1995-10-12,92.43
YBAc4,1995-10-13,92.52
YBAc4,1995-10-14,
YBAc4,1995-10-15,
YBAc4,1995-10-16,92.62
YBAc4,1995-10-17,92.64
YBAc4,1995-10-18,92.58
YBAc4,1995-10-19,92.56
YBAc4,1995-10-20,92.56
YBAc4,1995-10-21,
YBAc4,1995-10-22,
YBAc4,1995-10-23,92.46
YBAc4,1995-10-24,92.47
YBAc4,1995-10-25,92.23
YBAc4,1995-10-26,92.31
YBAc4,1995-10-27,92.23
YBAc4,1995-10-28,
YBAc4,1995-10-29,
YBAc4,1995-10-30,92.2
YBAc4,1995-10-31,92.12
YBAc4,1995-11-01,92.12
YBAc4,1995-11-02,92.16
YBAc4,1995-11-03,92.25
YBAc4,1995-11-04,
YBAc4,1995-11-05,
YBAc4,1995-11-06,92.22
YBAc4,1995-11-07,92.2
YBAc4,1995-11-08,92.25
YBAc4,1995-11-09,92.43
YBAc4,1995-11-10,92.43
YBAc4,1995-11-11,
YBAc4,1995-11-12,
YBAc4,1995-11-13,92.41
YBAc4,1995-11-14,92.52
YBAc4,1995-11-15,92.53
YBAc4,1995-11-16,92.54
YBAc4,1995-11-17,92.58
YBAc4,1995-11-18,
YBAc4,1995-11-19,
YBAc4,1995-11-20,92.66
YBAc4,1995-11-21,92.65
YBAc4,1995-11-22,92.64
YBAc4,1995-11-23,92.67
YBAc4,1995-11-24,92.72
YBAc4,1995-11-25,
YBAc4,1995-11-26,
YBAc4,1995-11-27,92.8
YBAc4,1995-11-28,92.76
YBAc4,1995-11-29,92.79
YBAc4,1995-11-30,92.81
YBAc4,1995-12-01,92.77
YBAc4,1995-12-02,
YBAc4,1995-12-03,
YBAc4,1995-12-04,92.81
YBAc4,1995-12-05,92.76
YBAc4,1995-12-06,92.72
YBAc4,1995-12-07,92.61
YBAc4,1995-12-08,92.53
YBAc4,1995-12-09,
YBAc4,1995-12-10,
YBAc4,1995-12-11,92.54
YBAc4,1995-12-12,92.56
YBAc4,1995-12-13,92.59
YBAc4,1995-12-14,92.65
YBAc4,1995-12-15,92.61
YBAc4,1995-12-16,
YBAc4,1995-12-17,
YBAc4,1995-12-18,92.59
YBAc4,1995-12-19,92.53
YBAc4,1995-12-20,92.68
YBAc4,1995-12-21,92.64
YBAc4,1995-12-22,92.65
YBAc4,1995-12-23,
YBAc4,1995-12-24,
YBAc4,1995-12-25,
YBAc4,1995-12-26,
YBAc4,1995-12-27,92.7
YBAc4,1995-12-28,92.72
YBAc4,1995-12-29,92.74
YBAc4,1995-12-30,
YBAc4,1995-12-31,
YBAc4,1996-01-02,92.79
YBAc4,1996-01-03,92.76
YBAc4,1996-01-04,92.75
YBAc4,1996-01-05,92.73
YBAc4,1996-01-06,
YBAc4,1996-01-07,
YBAc4,1996-01-08,92.72
YBAc4,1996-01-09,92.78
YBAc4,1996-01-10,92.77
YBAc4,1996-01-11,92.48
YBAc4,1996-01-12,92.55
YBAc4,1996-01-13,
YBAc4,1996-01-14,
YBAc4,1996-01-15,92.62
YBAc4,1996-01-16,92.64
YBAc4,1996-01-17,92.69
YBAc4,1996-01-18,92.61
YBAc4,1996-01-19,92.66
YBAc4,1996-01-20,
YBAc4,1996-01-21,
YBAc4,1996-01-22,92.68
YBAc4,1996-01-23,92.65
YBAc4,1996-01-24,92.69
YBAc4,1996-01-25,92.74
YBAc4,1996-01-26,92.7
YBAc4,1996-01-27,
YBAc4,1996-01-28,
YBAc4,1996-01-29,92.71
YBAc4,1996-01-30,92.72
YBAc4,1996-01-31,92.86
YBAc4,1996-02-01,92.89
YBAc4,1996-02-02,92.88
YBAc4,1996-02-05,92.83
YBAc4,1996-02-06,92.81
YBAc4,1996-02-07,92.84
YBAc4,1996-02-08,92.88
YBAc4,1996-02-09,92.88
YBAc4,1996-02-12,92.87
YBAc4,1996-02-13,92.91
YBAc4,1996-02-14,92.88
YBAc4,1996-02-15,92.82
YBAc4,1996-02-16,92.79
YBAc4,1996-02-19,92.63
YBAc4,1996-02-20,92.62
YBAc4,1996-02-21,92.12
YBAc4,1996-02-22,92.21
YBAc4,1996-02-23,92.19
YBAc4,1996-02-26,92.09
YBAc4,1996-02-27,91.99
YBAc4,1996-02-28,91.92
YBAc4,1996-02-29,92.02
YBAc4,1996-03-01,92.11
YBAc4,1996-03-04,92.29
YBAc4,1996-03-05,92.23
YBAc4,1996-03-06,92.15
YBAc4,1996-03-07,91.99
YBAc4,1996-03-08,91.88
YBAc4,1996-03-11,91.4
YBAc4,1996-03-12,91.6
YBAc4,1996-03-13,91.64
YBAc4,1996-03-14,91.66
YBAc4,1996-03-15,91.65
YBAc4,1996-03-18,91.55
YBAc4,1996-03-19,91.6
YBAc4,1996-03-20,91.5
YBAc4,1996-03-21,91.55
YBAc4,1996-03-22,91.5
YBAc4,1996-03-25,91.54
YBAc4,1996-03-26,91.59
YBAc4,1996-03-27,91.57
YBAc4,1996-03-28,91.45
YBAc4,1996-03-29,91.48
YBAc4,1996-04-01,91.58
YBAc4,1996-04-02,91.6
YBAc4,1996-04-03,91.49
YBAc4,1996-04-04,91.52
YBAc4,1996-04-09,91.26
YBAc4,1996-04-10,91.28
YBAc4,1996-04-11,91.3
YBAc4,1996-04-12,91.32
YBAc4,1996-04-15,91.41
YBAc4,1996-04-16,91.35
YBAc4,1996-04-17,91.29
YBAc4,1996-04-18,91.3
YBAc4,1996-04-19,91.35
YBAc4,1996-04-22,91.4
YBAc4,1996-04-23,91.65
YBAc4,1996-04-24,91.76
YBAc4,1996-04-26,91.8
YBAc4,1996-04-29,91.81
YBAc4,1996-04-30,91.81
YBAc4,1996-05-01,91.78
YBAc4,1996-05-02,91.77
YBAc4,1996-05-03,91.52
YBAc4,1996-05-06,91.56
YBAc4,1996-05-07,91.59
YBAc4,1996-05-08,91.57
YBAc4,1996-05-09,91.71
YBAc4,1996-05-10,91.76
YBAc4,1996-05-13,91.86
YBAc4,1996-05-14,91.91
YBAc4,1996-05-15,91.86
YBAc4,1996-05-16,91.82
YBAc4,1996-05-17,91.84
YBAc4,1996-05-20,91.92
YBAc4,1996-05-21,91.91
YBAc4,1996-05-22,91.93
YBAc4,1996-05-23,91.92
YBAc4,1996-05-24,91.83
YBAc4,1996-05-27,91.79
YBAc4,1996-05-28,91.8
YBAc4,1996-05-29,91.64
YBAc4,1996-05-30,91.63
YBAc4,1996-05-31,91.66
YBAc4,1996-06-03,91.57
YBAc4,1996-06-04,91.6
YBAc4,1996-06-05,91.58
YBAc4,1996-06-06,91.65
YBAc4,1996-06-07,91.72
YBAc4,1996-06-11,91.56
YBAc4,1996-06-12,91.58
YBAc4,1996-06-13,91.57
YBAc4,1996-06-14,91.47
YBAc4,1996-06-17,91.49
YBAc4,1996-06-18,91.55
YBAc4,1996-06-19,91.51
YBAc4,1996-06-20,91.48
YBAc4,1996-06-21,91.47
YBAc4,1996-06-24,91.52
YBAc4,1996-06-25,91.55
YBAc4,1996-06-26,91.53
YBAc4,1996-06-27,91.49
YBAc4,1996-06-28,91.52
YBAc4,1996-07-01,91.59
YBAc4,1996-07-02,91.59
YBAc4,1996-07-03,91.56
YBAc4,1996-07-04,91.59
YBAc4,1996-07-05,91.58
YBAc4,1996-07-08,91.45
YBAc4,1996-07-09,91.48
YBAc4,1996-07-10,91.56
YBAc4,1996-07-11,91.58
YBAc4,1996-07-12,91.61
YBAc4,1996-07-15,91.67
YBAc4,1996-07-16,91.68
YBAc4,1996-07-17,91.81
YBAc4,1996-07-18,91.88
YBAc4,1996-07-19,91.89
YBAc4,1996-07-22,91.87
YBAc4,1996-07-23,92
YBAc4,1996-07-24,92.01
YBAc4,1996-07-25,92.03
YBAc4,1996-07-26,92.19
YBAc4,1996-07-29,92.2
YBAc4,1996-07-30,92.25
YBAc4,1996-07-31,92.75
YBAc4,1996-08-01,92.76
YBAc4,1996-08-02,92.82
YBAc4,1996-08-05,92.95
YBAc4,1996-08-06,92.86
YBAc4,1996-08-07,92.96
YBAc4,1996-08-08,92.96
YBAc4,1996-08-09,92.93
YBAc4,1996-08-12,92.95
YBAc4,1996-08-13,92.94
YBAc4,1996-08-14,92.93
YBAc4,1996-08-15,92.91
YBAc4,1996-08-16,92.92
YBAc4,1996-08-19,93.08
YBAc4,1996-08-20,93.02
YBAc4,1996-08-21,93.22
YBAc4,1996-08-22,93.14
YBAc4,1996-08-23,93.12
YBAc4,1996-08-26,93.01
YBAc4,1996-08-27,92.9
YBAc4,1996-08-28,93
YBAc4,1996-08-29,93.04
YBAc4,1996-08-30,93.07
YBAc4,1996-09-02,93.11
YBAc4,1996-09-03,92.8
YBAc4,1996-09-04,92.91
YBAc4,1996-09-05,92.82
YBAc4,1996-09-06,92.82
YBAc4,1996-09-09,92.91
YBAc4,1996-09-10,92.96
YBAc4,1996-09-11,92.93
YBAc4,1996-09-12,93.03
YBAc4,1996-09-13,92.84
YBAc4,1996-09-16,92.99
YBAc4,1996-09-17,93
YBAc4,1996-09-18,92.94
YBAc4,1996-09-19,93.02
YBAc4,1996-09-20,92.97
YBAc4,1996-09-23,92.95
YBAc4,1996-09-24,92.96
YBAc4,1996-09-25,93.06
YBAc4,1996-09-26,93.1
YBAc4,1996-09-27,93.15
YBAc4,1996-09-30,93.15
YBAc4,1996-10-01,93.13
YBAc4,1996-10-02,93.17
YBAc4,1996-10-03,93.24
YBAc4,1996-10-04,93.33
YBAc4,1996-10-07,93.42
YBAc4,1996-10-08,93.35
YBAc4,1996-10-09,93.34
YBAc4,1996-10-10,93.41
YBAc4,1996-10-11,93.39
YBAc4,1996-10-14,93.45
YBAc4,1996-10-15,93.42
YBAc4,1996-10-16,93.26
YBAc4,1996-10-17,93.17
YBAc4,1996-10-18,93.18
YBAc4,1996-10-21,93.27
YBAc4,1996-10-22,93.28
